Timestamp,Start Timestamp,TLS Handshake,Source IP,Destination IP,Port,Retrain,Label
1564120575.065209,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8716781  0.331787   0.         0.41217107
  0.         1.3288385  0.         1.5341654  0.         0.68235624
  0.13997807 0.         1.0719956  0.         0.64451987 0.
  0.         0.        ]]",messaging
1564120575.117147,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120575.331873,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8236057  0.02955118 0.         0.36313558
  0.         1.2835512  0.         1.680729   0.         0.7207981
  0.4150978  0.         1.326537   0.         0.61603224 0.
  0.         0.        ]]",messaging
1564120575.333935,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.9710628  0.2444733  0.         0.48074946
  0.         1.249531   0.         1.5556499  0.         0.5544484
  0.21046829 0.         1.0337317  0.         0.67670757 0.
  0.         0.        ]]",messaging
1564120575.373516,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120580.044914,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.77376515 0.11123893 0.         0.5645339
  0.         1.2278799  0.         1.5223767  0.         0.6848278
  0.6176468  0.         1.2433192  0.         0.7713423  0.
  0.         0.        ]]",messaging
1564120580.046721,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.81682855 0.03803257 0.         0.27635926
  0.         1.3406125  0.         1.7393569  0.         0.78480965
  0.3195225  0.         1.3639041  0.         0.54748523 0.
  0.         0.        ]]",messaging
1564120580.104457,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120580.333451,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8691213  0.2429402  0.         0.54821277
  0.         1.2541881  0.         1.4753582  0.         0.6376633
  0.34288916 0.         1.0715787  0.         0.74784815 0.
  0.         0.        ]]",messaging
1564120580.335500,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.79413486 0.02924248 0.         0.3275894
  0.         1.3269752  0.         1.7105117  0.         0.7819861
  0.39242995 0.         1.3630787  0.         0.57858896 0.
  0.         0.        ]]",messaging
1564120580.376253,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120585.043106,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.868791   0.15081128 0.         0.25624174
  0.         1.3458565  0.         1.7118078  0.         0.7521724
  0.1941492  0.         1.2798854  0.         0.55354923 0.
  0.         0.        ]]",messaging
1564120585.044865,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.820038   0.         0.         0.24014103
  0.         1.329649   0.         1.7873591  0.         0.7662978
  0.3253511  0.         1.4025661  0.         0.5218204  0.
  0.         0.        ]]",messaging
1564120585.098404,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120585.333643,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8384235  0.33183044 0.         0.51126426
  0.         1.3125962  0.         1.4725245  0.         0.6603534
  0.21090323 0.         1.0239137  0.         0.69054675 0.
  0.         0.        ]]",messaging
1564120585.335698,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.889459   0.25531965 0.         0.41916686
  0.         1.3244768  0.         1.5612969  0.         0.69509643
  0.19580121 0.         1.1163903  0.         0.6289832  0.
  0.         0.        ]]",messaging
1564120585.376018,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120590.048100,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.86058354 0.02910308 0.         0.22410253
  0.         1.3236665  0.         1.7776237  0.         0.7383123
  0.25788003 0.         1.3611839  0.         0.52396506 0.
  0.         0.        ]]",messaging
1564120590.049897,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7428453  0.16825348 0.         0.6559857
  0.         1.2160542  0.         1.4392409  0.         0.6856499
  0.6935384  0.         1.1983875  0.         0.8375369  0.
  0.         0.        ]]",messaging
1564120590.111380,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120590.334612,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7743696  0.10147217 0.         0.3175026
  0.         1.3284839  0.         1.704989   0.         0.7681058
  0.36787838 0.         1.3420657  0.         0.59525484 0.
  0.         0.        ]]",messaging
1564120590.336848,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.67673767 0.07284568 0.         0.41701806
  0.         1.3946398  0.         1.5904862  0.         0.8772755
  0.4679112  0.         1.277065   0.         0.61297816 0.
  0.         0.        ]]",messaging
1564120590.377342,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120595.053839,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8332736  0.4114647  0.         0.5249618
  0.         1.3187772  0.         1.4179943  0.         0.6306311
  0.14836086 0.         0.9103661  0.         0.7269662  0.
  0.         0.        ]]",messaging
1564120595.055802,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7794417  0.09266147 0.         0.46970108
  0.         1.2721664  0.         1.5920944  0.         0.7285327
  0.5177957  0.         1.2852044  0.         0.6953555  0.
  0.         0.        ]]",messaging
1564120595.112507,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120595.337230,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7018798  0.12761995 0.         0.43804958
  0.         1.3550406  0.         1.570751   0.         0.83273077
  0.4540793  0.         1.2813047  0.         0.6360924  0.
  0.         0.        ]]",messaging
1564120595.339294,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7757478  0.06654097 0.         0.31955445
  0.         1.3451588  0.         1.7031481  0.         0.7985119
  0.3577457  0.         1.3507775  0.         0.5740311  0.
  0.         0.        ]]",messaging
1564120595.380826,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120600.052035,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.77825314 0.17318392 0.         0.38098732
  0.         1.3827196  0.         1.5787543  0.         0.80773044
  0.29110798 0.         1.1881886  0.         0.59431404 0.
  0.         0.        ]]",messaging
1564120600.053874,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.76512057 0.04558637 0.         0.38545665
  0.         1.3289171  0.         1.6630145  0.         0.7985513
  0.44536155 0.         1.3474796  0.         0.60710573 0.
  0.         0.        ]]",messaging
1564120600.110422,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120600.337545,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7845689  0.12270868 0.         0.24166392
  0.         1.3588489  0.         1.7539896  0.         0.786332
  0.28000408 0.         1.3602024  0.         0.5439749  0.
  0.         0.        ]]",messaging
1564120600.339677,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.92353445 0.13038656 0.         0.36489546
  0.         1.2834774  0.         1.6484737  0.         0.6567234
  0.2518138  0.         1.1982166  0.         0.6109258  0.
  0.         0.        ]]",messaging
1564120600.381549,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120605.047889,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8705287  0.14967385 0.         0.4292279
  0.         1.3119302  0.         1.5960716  0.         0.7236032
  0.3340602  0.         1.2082909  0.         0.62814933 0.
  0.         0.        ]]",messaging
1564120605.049821,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.76428473 0.10110493 0.         0.3004134
  0.         1.3647923  0.         1.6987365  0.         0.818009
  0.31940722 0.         1.345197   0.         0.5593089  0.
  0.         0.        ]]",messaging
1564120605.106428,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120605.338699,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.96038777 0.32670885 0.         0.5872968
  0.         1.2341049  0.         1.4561232  0.         0.53457147
  0.25551704 0.         0.951517   0.         0.748594   0.
  0.         0.        ]]",messaging
1564120605.340776,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7092824  0.14690852 0.         0.5165894
  0.         1.3160309  0.         1.5193759  0.         0.79679096
  0.5284402  0.         1.2569091  0.         0.69888765 0.
  0.         0.        ]]",messaging
1564120605.381118,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120606.303585,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.6695996  0.         0.         0.35411564
  0.         1.4106213  0.         1.581785   0.         0.81682986
  0.6134927  0.         0.9934493  0.         0.8924125  0.
  0.         0.        ]]",messaging
1564120606.306480,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.68675363 0.10641827 0.         0.46284786
  0.         1.3890722  0.         1.5441418  0.         0.8510365
  0.5053476  0.         1.1739681  0.         0.6963003  0.
  0.         0.        ]]",messaging
1564120606.337273,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7017495  0.0929726  0.         0.36316574
  0.         1.3855001  0.         1.633519   0.         0.86210746
  0.38679793 0.         1.3260694  0.         0.5707304  0.
  0.         0.        ]]",messaging
1564120606.338760,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8017971  0.18867075 0.         0.39239484
  0.         1.3592529  0.         1.5754458  0.         0.7859308
  0.26786447 0.         1.2016472  0.         0.5992805  0.
  0.         0.        ]]",messaging
1564120606.403451,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120606.999165,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.7772925  0.05894946 0.         0.32621673
  0.         1.3381643  0.         1.703958   0.         0.793396
  0.38112423 0.         1.3576719  0.         0.5800732  0.
  0.         0.        ]]",messaging
1564120607.000853,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7847641  0.13585919 0.         0.40819365
  0.         1.3451898  0.         1.5908824  0.         0.8032613
  0.3685659  0.         1.2655134  0.         0.6147272  0.
  0.         0.        ]]",messaging
1564120607.059695,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120610.330131,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8783067  0.30309853 0.         0.4395965
  0.         1.3156792  0.         1.5482293  0.         0.66184604
  0.20291689 0.         1.0858185  0.         0.6441206  0.
  0.         0.        ]]",messaging
1564120610.332273,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8790009  0.14069629 0.         0.25950137
  0.         1.3332727  0.         1.7147051  0.         0.7306702
  0.19218767 0.         1.2712686  0.         0.5584806  0.
  0.         0.        ]]",messaging
1564120610.373699,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120611.982060,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8719051  0.05462808 0.         0.23342219
  0.         1.3229177  0.         1.7572865  0.         0.7324986
  0.23304579 0.         1.3324825  0.         0.5349637  0.
  0.         0.        ]]",messaging
1564120611.983967,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8873541  0.09454513 0.         0.37981996
  0.         1.290884   0.         1.6428634  0.         0.7050566
  0.33580336 0.         1.2501785  0.         0.619095   0.
  0.         0.        ]]",messaging
1564120612.036532,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120615.331425,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8497232  0.0984935  0.         0.42667565
  0.         1.2636874  0.         1.6086113  0.         0.6923485
  0.42396322 0.         1.2544348  0.         0.67141104 0.
  0.         0.        ]]",messaging
1564120615.333881,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.93945795 0.2634323  0.         0.43548208
  0.         1.2955173  0.         1.5655528  0.         0.6339684
  0.18663584 0.         1.0774806  0.         0.64577425 0.
  0.         0.        ]]",messaging
1564120615.373587,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120617.001588,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8641833  0.07483964 0.         0.27794188
  0.         1.3333703  0.         1.7220819  0.         0.75459224
  0.26356882 0.         1.3169016  0.         0.5537727  0.
  0.         0.        ]]",messaging
1564120617.003488,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7786122  0.08469723 0.         0.3615326
  0.         1.3384975  0.         1.6612668  0.         0.79858774
  0.3877758  0.         1.3282655  0.         0.59949464 0.
  0.         0.        ]]",messaging
1564120617.068303,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120619.973760,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.80560803 0.13635322 0.         0.36469662
  0.         1.3566918  0.         1.6305774  0.         0.79791725
  0.30866867 0.         1.2763888  0.         0.58359724 0.
  0.         0.        ]]",messaging
1564120619.975949,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.75806415 0.12473142 0.         0.44843882
  0.         1.314189   0.         1.5849316  0.         0.7802197
  0.46419543 0.         1.2839293  0.         0.66359985 0.
  0.         0.        ]]",messaging
1564120620.000972,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.6671279  0.         0.         0.27930623
  0.         1.453228   0.         1.694999   0.         0.89079756
  0.46595347 0.         1.1817853  0.         0.68007517 0.
  0.         0.        ]]",messaging
1564120620.005172,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8840718  0.31992233 0.         0.43700817
  0.         1.3240063  0.         1.5167605  0.         0.6806535
  0.15254231 0.         1.0600396  0.         0.65283686 0.
  0.         0.        ]]",messaging
1564120620.046282,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120620.589152,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.6839816  0.23905188 0.         0.75652784
  0.         1.2196243  0.         1.3316303  0.         0.7074323
  0.7684794  0.         1.1410835  0.         0.9004566  0.
  0.         0.        ]]",messaging
1564120620.591344,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.82672393 0.07550999 0.         0.30276564
  0.         1.345754   0.         1.703765   0.         0.788634
  0.30865866 0.         1.3302308  0.         0.56003976 0.
  0.         0.        ]]",messaging
1564120620.631524,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120622.002008,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.79338664 0.15010488 0.         0.39703742
  0.         1.3661761  0.         1.5898021  0.         0.7990807
  0.30538946 0.         1.2252551  0.         0.58212864 0.
  0.         0.        ]]",messaging
1564120622.003843,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.6712242  0.         0.         0.37090823
  0.         1.4387085  0.         1.6401111  0.         0.89441246
  0.5379771  0.         1.1663494  0.         0.7129211  0.
  0.         0.        ]]",messaging
1564120622.069215,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120625.582007,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.691922   0.08861768 0.         0.3256977
  0.         1.415472   0.         1.6485163  0.         0.8760843
  0.37006438 0.         1.2833834  0.         0.569775   0.
  0.         0.        ]]",messaging
1564120625.584109,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.768207   0.1305464  0.         0.37391034
  0.         1.3540102  0.         1.6289903  0.         0.80952966
  0.35634205 0.         1.304436   0.         0.6056109  0.
  0.         0.        ]]",messaging
1564120625.625783,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120627.025021,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.78619236 0.05085911 0.         0.32047385
  0.         1.3419812  0.         1.7057923  0.         0.7964719
  0.36123574 0.         1.353338   0.         0.57123345 0.
  0.         0.        ]]",messaging
1564120627.027018,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7643553  0.14876458 0.         0.32960877
  0.         1.3690457  0.         1.652342   0.         0.81530225
  0.30524638 0.         1.3024633  0.         0.570679   0.
  0.         0.        ]]",messaging
1564120627.086232,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120629.081435,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.89975226 0.1437653  0.         0.34373388
  0.         1.3128842  0.         1.6618345  0.         0.7023698
  0.24820742 0.         1.225057   0.         0.59266853 0.
  0.         0.        ]]",messaging
1564120629.083687,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.86830574 0.06768531 0.         0.2492873
  0.         1.3301458  0.         1.7414169  0.         0.7428665
  0.22924411 0.         1.317344   0.         0.5401643  0.
  0.         0.        ]]",messaging
1564120629.106652,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8031683  0.35432884 0.         0.46655226
  0.         1.3358508  0.         1.4939592  0.         0.6555035
  0.20882703 0.         0.9771544  0.         0.6989792  0.
  0.         0.        ]]",messaging
1564120629.110720,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.78875357 0.05391553 0.         0.299579
  0.         1.3463492  0.         1.7208066  0.         0.79880476
  0.34606853 0.         1.3625438  0.         0.5611365  0.
  0.         0.        ]]",messaging
1564120629.151071,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120631.182868,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.92275465 0.23597364 0.         0.4749041
  0.         1.2905681  0.         1.5451297  0.         0.64164656
  0.23607104 0.         1.0797968  0.         0.65892774 0.
  0.         0.        ]]",messaging
1564120631.185045,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8343321  0.12423404 0.         0.25711194
  0.         1.3433123  0.         1.7225852  0.         0.7602523
  0.22743617 0.         1.3061174  0.         0.55876327 0.
  0.         0.        ]]",messaging
1564120631.226813,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120632.035407,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.93438816 0.15420987 0.         0.34832665
  0.         1.3101984  0.         1.6424719  0.         0.69482315
  0.21304512 0.         1.1949571  0.         0.59428    0.
  0.         0.        ]]",messaging
1564120632.037307,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.69218916 0.         0.         0.30894598
  0.         1.4385422  0.         1.6540172  0.         0.8682717
  0.46248427 0.         1.1247679  0.         0.71779644 0.
  0.         0.        ]]",messaging
1564120632.089578,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120636.179175,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8606846  0.05787956 0.         0.25815934
  0.         1.3226496  0.         1.7392269  0.         0.7432812
  0.26693967 0.         1.3322324  0.         0.5499158  0.
  0.         0.        ]]",messaging
1564120636.181449,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.89172864 0.08883832 0.         0.36766252
  0.         1.2913555  0.         1.655829   0.         0.69715685
  0.31657457 0.         1.2494458  0.         0.60829115 0.
  0.         0.        ]]",messaging
1564120636.221422,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120637.044490,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.75989616 0.12729937 0.         0.2909305
  0.         1.3718486  0.         1.6939436  0.         0.81946343
  0.29091573 0.         1.3334657  0.         0.5564946  0.
  0.         0.        ]]",messaging
1564120637.046174,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.8516107  0.16320512 0.         0.24104331
  0.         1.3363261  0.         1.7247007  0.         0.73621714
  0.19419524 0.         1.2862469  0.         0.5654405  0.
  0.         0.        ]]",messaging
1564120637.111239,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120637.921565,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.8242714  0.06709767 0.         0.29992712
  0.         1.3357863  0.         1.7127701  0.         0.77394843
  0.31919467 0.         1.3408269  0.         0.57167065 0.
  0.         0.        ]]",messaging
1564120637.923254,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.7637112  0.19701593 0.         0.4715006
  0.         1.3695934  0.         1.5283991  0.         0.7216487
  0.3433207  0.         1.007662   0.         0.7085062  0.
  0.         0.        ]]",messaging
1564120637.951149,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.86551934 0.05051022 0.         0.2488555
  0.         1.3193607  0.         1.7483133  0.         0.73095876
  0.24889776 0.         1.329073   0.         0.5427439  0.
  0.         0.        ]]",messaging
1564120637.952614,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9463529  0.2374602  0.         0.3991842
  0.         1.3047276  0.         1.581233   0.         0.6610246
  0.16750161 0.         1.1220671  0.         0.66049474 0.
  0.         0.        ]]",messaging
1564120638.004993,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.         0.44949418 0.         0.07834645
  0.9700175  0.         0.         0.38222173 0.         0.
  1.4719641  0.         0.50644046 0.79505765 2.34921    0.
  0.         0.        ]]",messaging
1564120638.369171,1564120303.532140,No,10.118.1.100,10.116.1.162,5061,"[[0.         0.         0.73971725 0.1637324  0.         0.49411047
  0.         1.3106095  0.         1.5351744  0.         0.7737571
  0.4733123  0.         1.2428346  0.         0.6938184  0.
  0.         0.        ]]",messaging
1564120638.384946,1564120303.532140,No,10.116.1.162,10.118.1.100,61696,"[[0.         0.         0.9633606  0.15167469 0.         0.30364925
  0.         1.2917452  0.         1.6824611  0.         0.6364473
  0.14628023 0.         1.1815052  0.         0.57544774 0.
  0.         0.        ]]",messaging
